Região,Período,Casos_Hospitalares,Ano,Mês,Mês_Num,Data,Ano_Num,Trimestre,Semestre
Região Norte,2013/Jul,1.0,2013,Jul,7,2013-07-01,2013,3,2
Região Nordeste,2013/Jul,6.0,2013,Jul,7,2013-07-01,2013,3,2
Região Sudeste,2013/Jul,20.0,2013,Jul,7,2013-07-01,2013,3,2
Região Sul,2013/Jul,5.0,2013,Jul,7,2013-07-01,2013,3,2
Região Centro-Oeste,2013/Jul,3.0,2013,Jul,7,2013-07-01,2013,3,2
Região Norte,2013/Ago,3.0,2013,Ago,8,2013-08-01,2013,3,2
Região Nordeste,2013/Ago,6.0,2013,Ago,8,2013-08-01,2013,3,2
Região Sudeste,2013/Ago,18.0,2013,Ago,8,2013-08-01,2013,3,2
Região Sul,2013/Ago,8.0,2013,Ago,8,2013-08-01,2013,3,2
Região Centro-Oeste,2013/Ago,4.0,2013,Ago,8,2013-08-01,2013,3,2
Região Norte,2013/Set,,2013,Set,9,2013-09-01,2013,3,2
Região Nordeste,2013/Set,6.0,2013,Set,9,2013-09-01,2013,3,2
Região Sudeste,2013/Set,21.0,2013,Set,9,2013-09-01,2013,3,2
Região Sul,2013/Set,6.0,2013,Set,9,2013-09-01,2013,3,2
Região Centro-Oeste,2013/Set,4.0,2013,Set,9,2013-09-01,2013,3,2
Região Norte,2013/Out,2.0,2013,Out,10,2013-10-01,2013,4,2
Região Nordeste,2013/Out,10.0,2013,Out,10,2013-10-01,2013,4,2
Região Sudeste,2013/Out,16.0,2013,Out,10,2013-10-01,2013,4,2
Região Sul,2013/Out,6.0,2013,Out,10,2013-10-01,2013,4,2
Região Centro-Oeste,2013/Out,1.0,2013,Out,10,2013-10-01,2013,4,2
Região Norte,2013/Nov,2.0,2013,Nov,11,2013-11-01,2013,4,2
Região Nordeste,2013/Nov,4.0,2013,Nov,11,2013-11-01,2013,4,2
Região Sudeste,2013/Nov,22.0,2013,Nov,11,2013-11-01,2013,4,2
Região Sul,2013/Nov,7.0,2013,Nov,11,2013-11-01,2013,4,2
Região Centro-Oeste,2013/Nov,5.0,2013,Nov,11,2013-11-01,2013,4,2
Região Norte,2013/Dez,3.0,2013,Dez,12,2013-12-01,2013,4,2
Região Nordeste,2013/Dez,2.0,2013,Dez,12,2013-12-01,2013,4,2
Região Sudeste,2013/Dez,14.0,2013,Dez,12,2013-12-01,2013,4,2
Região Sul,2013/Dez,6.0,2013,Dez,12,2013-12-01,2013,4,2
Região Centro-Oeste,2013/Dez,5.0,2013,Dez,12,2013-12-01,2013,4,2
Região Norte,2014/Jan,,2014,Jan,1,2014-01-01,2014,1,1
Região Nordeste,2014/Jan,8.0,2014,Jan,1,2014-01-01,2014,1,1
Região Sudeste,2014/Jan,18.0,2014,Jan,1,2014-01-01,2014,1,1
Região Sul,2014/Jan,10.0,2014,Jan,1,2014-01-01,2014,1,1
Região Centro-Oeste,2014/Jan,2.0,2014,Jan,1,2014-01-01,2014,1,1
Região Norte,2014/Fev,1.0,2014,Fev,2,2014-02-01,2014,1,1
Região Nordeste,2014/Fev,8.0,2014,Fev,2,2014-02-01,2014,1,1
Região Sudeste,2014/Fev,15.0,2014,Fev,2,2014-02-01,2014,1,1
Região Sul,2014/Fev,9.0,2014,Fev,2,2014-02-01,2014,1,1
Região Centro-Oeste,2014/Fev,5.0,2014,Fev,2,2014-02-01,2014,1,1
Região Norte,2014/Mar,2.0,2014,Mar,3,2014-03-01,2014,1,1
Região Nordeste,2014/Mar,4.0,2014,Mar,3,2014-03-01,2014,1,1
Região Sudeste,2014/Mar,13.0,2014,Mar,3,2014-03-01,2014,1,1
Região Sul,2014/Mar,6.0,2014,Mar,3,2014-03-01,2014,1,1
Região Centro-Oeste,2014/Mar,4.0,2014,Mar,3,2014-03-01,2014,1,1
Região Norte,2014/Abr,,2014,Abr,4,2014-04-01,2014,2,1
Região Nordeste,2014/Abr,7.0,2014,Abr,4,2014-04-01,2014,2,1
Região Sudeste,2014/Abr,12.0,2014,Abr,4,2014-04-01,2014,2,1
Região Sul,2014/Abr,3.0,2014,Abr,4,2014-04-01,2014,2,1
Região Centro-Oeste,2014/Abr,5.0,2014,Abr,4,2014-04-01,2014,2,1
Região Norte,2014/Mai,1.0,2014,Mai,5,2014-05-01,2014,2,1
Região Nordeste,2014/Mai,10.0,2014,Mai,5,2014-05-01,2014,2,1
Região Sudeste,2014/Mai,18.0,2014,Mai,5,2014-05-01,2014,2,1
Região Sul,2014/Mai,13.0,2014,Mai,5,2014-05-01,2014,2,1
Região Centro-Oeste,2014/Mai,3.0,2014,Mai,5,2014-05-01,2014,2,1
Região Norte,2014/Jun,3.0,2014,Jun,6,2014-06-01,2014,2,1
Região Nordeste,2014/Jun,5.0,2014,Jun,6,2014-06-01,2014,2,1
Região Sudeste,2014/Jun,20.0,2014,Jun,6,2014-06-01,2014,2,1
Região Sul,2014/Jun,7.0,2014,Jun,6,2014-06-01,2014,2,1
Região Centro-Oeste,2014/Jun,,2014,Jun,6,2014-06-01,2014,2,1
Região Norte,2014/Jul,3.0,2014,Jul,7,2014-07-01,2014,3,2
Região Nordeste,2014/Jul,10.0,2014,Jul,7,2014-07-01,2014,3,2
Região Sudeste,2014/Jul,28.0,2014,Jul,7,2014-07-01,2014,3,2
Região Sul,2014/Jul,6.0,2014,Jul,7,2014-07-01,2014,3,2
Região Centro-Oeste,2014/Jul,5.0,2014,Jul,7,2014-07-01,2014,3,2
Região Norte,2014/Ago,,2014,Ago,8,2014-08-01,2014,3,2
Região Nordeste,2014/Ago,5.0,2014,Ago,8,2014-08-01,2014,3,2
Região Sudeste,2014/Ago,32.0,2014,Ago,8,2014-08-01,2014,3,2
Região Sul,2014/Ago,11.0,2014,Ago,8,2014-08-01,2014,3,2
Região Centro-Oeste,2014/Ago,2.0,2014,Ago,8,2014-08-01,2014,3,2
Região Norte,2014/Set,6.0,2014,Set,9,2014-09-01,2014,3,2
Região Nordeste,2014/Set,8.0,2014,Set,9,2014-09-01,2014,3,2
Região Sudeste,2014/Set,36.0,2014,Set,9,2014-09-01,2014,3,2
Região Sul,2014/Set,9.0,2014,Set,9,2014-09-01,2014,3,2
Região Centro-Oeste,2014/Set,5.0,2014,Set,9,2014-09-01,2014,3,2
Região Norte,2014/Out,3.0,2014,Out,10,2014-10-01,2014,4,2
Região Nordeste,2014/Out,5.0,2014,Out,10,2014-10-01,2014,4,2
Região Sudeste,2014/Out,29.0,2014,Out,10,2014-10-01,2014,4,2
Região Sul,2014/Out,15.0,2014,Out,10,2014-10-01,2014,4,2
Região Centro-Oeste,2014/Out,3.0,2014,Out,10,2014-10-01,2014,4,2
Região Norte,2014/Nov,1.0,2014,Nov,11,2014-11-01,2014,4,2
Região Nordeste,2014/Nov,6.0,2014,Nov,11,2014-11-01,2014,4,2
Região Sudeste,2014/Nov,27.0,2014,Nov,11,2014-11-01,2014,4,2
Região Sul,2014/Nov,11.0,2014,Nov,11,2014-11-01,2014,4,2
Região Centro-Oeste,2014/Nov,5.0,2014,Nov,11,2014-11-01,2014,4,2
Região Norte,2014/Dez,3.0,2014,Dez,12,2014-12-01,2014,4,2
Região Nordeste,2014/Dez,8.0,2014,Dez,12,2014-12-01,2014,4,2
Região Sudeste,2014/Dez,26.0,2014,Dez,12,2014-12-01,2014,4,2
Região Sul,2014/Dez,13.0,2014,Dez,12,2014-12-01,2014,4,2
Região Centro-Oeste,2014/Dez,1.0,2014,Dez,12,2014-12-01,2014,4,2
Região Norte,2015/Jan,3.0,2015,Jan,1,2015-01-01,2015,1,1
Região Nordeste,2015/Jan,4.0,2015,Jan,1,2015-01-01,2015,1,1
Região Sudeste,2015/Jan,27.0,2015,Jan,1,2015-01-01,2015,1,1
Região Sul,2015/Jan,13.0,2015,Jan,1,2015-01-01,2015,1,1
Região Centro-Oeste,2015/Jan,3.0,2015,Jan,1,2015-01-01,2015,1,1
Região Norte,2015/Fev,5.0,2015,Fev,2,2015-02-01,2015,1,1
Região Nordeste,2015/Fev,9.0,2015,Fev,2,2015-02-01,2015,1,1
Região Sudeste,2015/Fev,26.0,2015,Fev,2,2015-02-01,2015,1,1
Região Sul,2015/Fev,13.0,2015,Fev,2,2015-02-01,2015,1,1
Região Centro-Oeste,2015/Fev,2.0,2015,Fev,2,2015-02-01,2015,1,1
Região Norte,2015/Mar,3.0,2015,Mar,3,2015-03-01,2015,1,1
Região Nordeste,2015/Mar,8.0,2015,Mar,3,2015-03-01,2015,1,1
Região Sudeste,2015/Mar,28.0,2015,Mar,3,2015-03-01,2015,1,1
Região Sul,2015/Mar,9.0,2015,Mar,3,2015-03-01,2015,1,1
Região Centro-Oeste,2015/Mar,4.0,2015,Mar,3,2015-03-01,2015,1,1
Região Norte,2015/Abr,1.0,2015,Abr,4,2015-04-01,2015,2,1
Região Nordeste,2015/Abr,17.0,2015,Abr,4,2015-04-01,2015,2,1
Região Sudeste,2015/Abr,26.0,2015,Abr,4,2015-04-01,2015,2,1
Região Sul,2015/Abr,13.0,2015,Abr,4,2015-04-01,2015,2,1
Região Centro-Oeste,2015/Abr,3.0,2015,Abr,4,2015-04-01,2015,2,1
Região Norte,2015/Mai,2.0,2015,Mai,5,2015-05-01,2015,2,1
Região Nordeste,2015/Mai,12.0,2015,Mai,5,2015-05-01,2015,2,1
Região Sudeste,2015/Mai,25.0,2015,Mai,5,2015-05-01,2015,2,1
Região Sul,2015/Mai,9.0,2015,Mai,5,2015-05-01,2015,2,1
Região Centro-Oeste,2015/Mai,,2015,Mai,5,2015-05-01,2015,2,1
Região Norte,2015/Jun,2.0,2015,Jun,6,2015-06-01,2015,2,1
Região Nordeste,2015/Jun,11.0,2015,Jun,6,2015-06-01,2015,2,1
Região Sudeste,2015/Jun,27.0,2015,Jun,6,2015-06-01,2015,2,1
Região Sul,2015/Jun,13.0,2015,Jun,6,2015-06-01,2015,2,1
Região Centro-Oeste,2015/Jun,2.0,2015,Jun,6,2015-06-01,2015,2,1
Região Norte,2015/Jul,5.0,2015,Jul,7,2015-07-01,2015,3,2
Região Nordeste,2015/Jul,11.0,2015,Jul,7,2015-07-01,2015,3,2
Região Sudeste,2015/Jul,22.0,2015,Jul,7,2015-07-01,2015,3,2
Região Sul,2015/Jul,12.0,2015,Jul,7,2015-07-01,2015,3,2
Região Centro-Oeste,2015/Jul,6.0,2015,Jul,7,2015-07-01,2015,3,2
Região Norte,2015/Ago,5.0,2015,Ago,8,2015-08-01,2015,3,2
Região Nordeste,2015/Ago,8.0,2015,Ago,8,2015-08-01,2015,3,2
Região Sudeste,2015/Ago,19.0,2015,Ago,8,2015-08-01,2015,3,2
Região Sul,2015/Ago,12.0,2015,Ago,8,2015-08-01,2015,3,2
Região Centro-Oeste,2015/Ago,4.0,2015,Ago,8,2015-08-01,2015,3,2
Região Norte,2015/Set,2.0,2015,Set,9,2015-09-01,2015,3,2
Região Nordeste,2015/Set,15.0,2015,Set,9,2015-09-01,2015,3,2
Região Sudeste,2015/Set,28.0,2015,Set,9,2015-09-01,2015,3,2
Região Sul,2015/Set,15.0,2015,Set,9,2015-09-01,2015,3,2
Região Centro-Oeste,2015/Set,7.0,2015,Set,9,2015-09-01,2015,3,2
Região Norte,2015/Out,1.0,2015,Out,10,2015-10-01,2015,4,2
Região Nordeste,2015/Out,9.0,2015,Out,10,2015-10-01,2015,4,2
Região Sudeste,2015/Out,22.0,2015,Out,10,2015-10-01,2015,4,2
Região Sul,2015/Out,10.0,2015,Out,10,2015-10-01,2015,4,2
Região Centro-Oeste,2015/Out,1.0,2015,Out,10,2015-10-01,2015,4,2
Região Norte,2015/Nov,4.0,2015,Nov,11,2015-11-01,2015,4,2
Região Nordeste,2015/Nov,14.0,2015,Nov,11,2015-11-01,2015,4,2
Região Sudeste,2015/Nov,17.0,2015,Nov,11,2015-11-01,2015,4,2
Região Sul,2015/Nov,12.0,2015,Nov,11,2015-11-01,2015,4,2
Região Centro-Oeste,2015/Nov,3.0,2015,Nov,11,2015-11-01,2015,4,2
Região Norte,2015/Dez,3.0,2015,Dez,12,2015-12-01,2015,4,2
Região Nordeste,2015/Dez,13.0,2015,Dez,12,2015-12-01,2015,4,2
Região Sudeste,2015/Dez,21.0,2015,Dez,12,2015-12-01,2015,4,2
Região Sul,2015/Dez,18.0,2015,Dez,12,2015-12-01,2015,4,2
Região Centro-Oeste,2015/Dez,3.0,2015,Dez,12,2015-12-01,2015,4,2
Região Norte,2016/Jan,2.0,2016,Jan,1,2016-01-01,2016,1,1
Região Nordeste,2016/Jan,11.0,2016,Jan,1,2016-01-01,2016,1,1
Região Sudeste,2016/Jan,20.0,2016,Jan,1,2016-01-01,2016,1,1
Região Sul,2016/Jan,10.0,2016,Jan,1,2016-01-01,2016,1,1
Região Centro-Oeste,2016/Jan,3.0,2016,Jan,1,2016-01-01,2016,1,1
Região Norte,2016/Fev,5.0,2016,Fev,2,2016-02-01,2016,1,1
Região Nordeste,2016/Fev,15.0,2016,Fev,2,2016-02-01,2016,1,1
Região Sudeste,2016/Fev,16.0,2016,Fev,2,2016-02-01,2016,1,1
Região Sul,2016/Fev,6.0,2016,Fev,2,2016-02-01,2016,1,1
Região Centro-Oeste,2016/Fev,2.0,2016,Fev,2,2016-02-01,2016,1,1
Região Norte,2016/Mar,7.0,2016,Mar,3,2016-03-01,2016,1,1
Região Nordeste,2016/Mar,11.0,2016,Mar,3,2016-03-01,2016,1,1
Região Sudeste,2016/Mar,25.0,2016,Mar,3,2016-03-01,2016,1,1
Região Sul,2016/Mar,4.0,2016,Mar,3,2016-03-01,2016,1,1
Região Centro-Oeste,2016/Mar,2.0,2016,Mar,3,2016-03-01,2016,1,1
Região Norte,2016/Abr,7.0,2016,Abr,4,2016-04-01,2016,2,1
Região Nordeste,2016/Abr,12.0,2016,Abr,4,2016-04-01,2016,2,1
Região Sudeste,2016/Abr,27.0,2016,Abr,4,2016-04-01,2016,2,1
Região Sul,2016/Abr,7.0,2016,Abr,4,2016-04-01,2016,2,1
Região Centro-Oeste,2016/Abr,10.0,2016,Abr,4,2016-04-01,2016,2,1
Região Norte,2016/Mai,6.0,2016,Mai,5,2016-05-01,2016,2,1
Região Nordeste,2016/Mai,12.0,2016,Mai,5,2016-05-01,2016,2,1
Região Sudeste,2016/Mai,23.0,2016,Mai,5,2016-05-01,2016,2,1
Região Sul,2016/Mai,12.0,2016,Mai,5,2016-05-01,2016,2,1
Região Centro-Oeste,2016/Mai,5.0,2016,Mai,5,2016-05-01,2016,2,1
Região Norte,2016/Jun,1.0,2016,Jun,6,2016-06-01,2016,2,1
Região Nordeste,2016/Jun,19.0,2016,Jun,6,2016-06-01,2016,2,1
Região Sudeste,2016/Jun,30.0,2016,Jun,6,2016-06-01,2016,2,1
Região Sul,2016/Jun,9.0,2016,Jun,6,2016-06-01,2016,2,1
Região Centro-Oeste,2016/Jun,3.0,2016,Jun,6,2016-06-01,2016,2,1
Região Norte,2016/Jul,9.0,2016,Jul,7,2016-07-01,2016,3,2
Região Nordeste,2016/Jul,9.0,2016,Jul,7,2016-07-01,2016,3,2
Região Sudeste,2016/Jul,38.0,2016,Jul,7,2016-07-01,2016,3,2
Região Sul,2016/Jul,8.0,2016,Jul,7,2016-07-01,2016,3,2
Região Centro-Oeste,2016/Jul,4.0,2016,Jul,7,2016-07-01,2016,3,2
Região Norte,2016/Ago,4.0,2016,Ago,8,2016-08-01,2016,3,2
Região Nordeste,2016/Ago,15.0,2016,Ago,8,2016-08-01,2016,3,2
Região Sudeste,2016/Ago,40.0,2016,Ago,8,2016-08-01,2016,3,2
Região Sul,2016/Ago,15.0,2016,Ago,8,2016-08-01,2016,3,2
Região Centro-Oeste,2016/Ago,3.0,2016,Ago,8,2016-08-01,2016,3,2
Região Norte,2016/Set,6.0,2016,Set,9,2016-09-01,2016,3,2
Região Nordeste,2016/Set,9.0,2016,Set,9,2016-09-01,2016,3,2
Região Sudeste,2016/Set,23.0,2016,Set,9,2016-09-01,2016,3,2
Região Sul,2016/Set,14.0,2016,Set,9,2016-09-01,2016,3,2
Região Centro-Oeste,2016/Set,3.0,2016,Set,9,2016-09-01,2016,3,2
Região Norte,2016/Out,3.0,2016,Out,10,2016-10-01,2016,4,2
Região Nordeste,2016/Out,11.0,2016,Out,10,2016-10-01,2016,4,2
Região Sudeste,2016/Out,23.0,2016,Out,10,2016-10-01,2016,4,2
Região Sul,2016/Out,11.0,2016,Out,10,2016-10-01,2016,4,2
Região Centro-Oeste,2016/Out,2.0,2016,Out,10,2016-10-01,2016,4,2
Região Norte,2016/Nov,6.0,2016,Nov,11,2016-11-01,2016,4,2
Região Nordeste,2016/Nov,7.0,2016,Nov,11,2016-11-01,2016,4,2
Região Sudeste,2016/Nov,28.0,2016,Nov,11,2016-11-01,2016,4,2
Região Sul,2016/Nov,14.0,2016,Nov,11,2016-11-01,2016,4,2
Região Centro-Oeste,2016/Nov,8.0,2016,Nov,11,2016-11-01,2016,4,2
Região Norte,2016/Dez,4.0,2016,Dez,12,2016-12-01,2016,4,2
Região Nordeste,2016/Dez,8.0,2016,Dez,12,2016-12-01,2016,4,2
Região Sudeste,2016/Dez,27.0,2016,Dez,12,2016-12-01,2016,4,2
Região Sul,2016/Dez,12.0,2016,Dez,12,2016-12-01,2016,4,2
Região Centro-Oeste,2016/Dez,9.0,2016,Dez,12,2016-12-01,2016,4,2
Região Norte,2017/Jan,6.0,2017,Jan,1,2017-01-01,2017,1,1
Região Nordeste,2017/Jan,9.0,2017,Jan,1,2017-01-01,2017,1,1
Região Sudeste,2017/Jan,33.0,2017,Jan,1,2017-01-01,2017,1,1
Região Sul,2017/Jan,9.0,2017,Jan,1,2017-01-01,2017,1,1
Região Centro-Oeste,2017/Jan,8.0,2017,Jan,1,2017-01-01,2017,1,1
Região Norte,2017/Fev,3.0,2017,Fev,2,2017-02-01,2017,1,1
Região Nordeste,2017/Fev,9.0,2017,Fev,2,2017-02-01,2017,1,1
Região Sudeste,2017/Fev,19.0,2017,Fev,2,2017-02-01,2017,1,1
Região Sul,2017/Fev,6.0,2017,Fev,2,2017-02-01,2017,1,1
Região Centro-Oeste,2017/Fev,3.0,2017,Fev,2,2017-02-01,2017,1,1
Região Norte,2017/Mar,5.0,2017,Mar,3,2017-03-01,2017,1,1
Região Nordeste,2017/Mar,10.0,2017,Mar,3,2017-03-01,2017,1,1
Região Sudeste,2017/Mar,21.0,2017,Mar,3,2017-03-01,2017,1,1
Região Sul,2017/Mar,5.0,2017,Mar,3,2017-03-01,2017,1,1
Região Centro-Oeste,2017/Mar,10.0,2017,Mar,3,2017-03-01,2017,1,1
Região Norte,2017/Abr,4.0,2017,Abr,4,2017-04-01,2017,2,1
Região Nordeste,2017/Abr,11.0,2017,Abr,4,2017-04-01,2017,2,1
Região Sudeste,2017/Abr,12.0,2017,Abr,4,2017-04-01,2017,2,1
Região Sul,2017/Abr,11.0,2017,Abr,4,2017-04-01,2017,2,1
Região Centro-Oeste,2017/Abr,3.0,2017,Abr,4,2017-04-01,2017,2,1
Região Norte,2017/Mai,3.0,2017,Mai,5,2017-05-01,2017,2,1
Região Nordeste,2017/Mai,8.0,2017,Mai,5,2017-05-01,2017,2,1
Região Sudeste,2017/Mai,29.0,2017,Mai,5,2017-05-01,2017,2,1
Região Sul,2017/Mai,12.0,2017,Mai,5,2017-05-01,2017,2,1
Região Centro-Oeste,2017/Mai,6.0,2017,Mai,5,2017-05-01,2017,2,1
Região Norte,2017/Jun,4.0,2017,Jun,6,2017-06-01,2017,2,1
Região Nordeste,2017/Jun,10.0,2017,Jun,6,2017-06-01,2017,2,1
Região Sudeste,2017/Jun,21.0,2017,Jun,6,2017-06-01,2017,2,1
Região Sul,2017/Jun,13.0,2017,Jun,6,2017-06-01,2017,2,1
Região Centro-Oeste,2017/Jun,6.0,2017,Jun,6,2017-06-01,2017,2,1
Região Norte,2017/Jul,4.0,2017,Jul,7,2017-07-01,2017,3,2
Região Nordeste,2017/Jul,6.0,2017,Jul,7,2017-07-01,2017,3,2
Região Sudeste,2017/Jul,20.0,2017,Jul,7,2017-07-01,2017,3,2
Região Sul,2017/Jul,5.0,2017,Jul,7,2017-07-01,2017,3,2
Região Centro-Oeste,2017/Jul,3.0,2017,Jul,7,2017-07-01,2017,3,2
Região Norte,2017/Ago,2.0,2017,Ago,8,2017-08-01,2017,3,2
Região Nordeste,2017/Ago,13.0,2017,Ago,8,2017-08-01,2017,3,2
Região Sudeste,2017/Ago,21.0,2017,Ago,8,2017-08-01,2017,3,2
Região Sul,2017/Ago,13.0,2017,Ago,8,2017-08-01,2017,3,2
Região Centro-Oeste,2017/Ago,3.0,2017,Ago,8,2017-08-01,2017,3,2
Região Norte,2017/Set,3.0,2017,Set,9,2017-09-01,2017,3,2
Região Nordeste,2017/Set,5.0,2017,Set,9,2017-09-01,2017,3,2
Região Sudeste,2017/Set,26.0,2017,Set,9,2017-09-01,2017,3,2
Região Sul,2017/Set,6.0,2017,Set,9,2017-09-01,2017,3,2
Região Centro-Oeste,2017/Set,6.0,2017,Set,9,2017-09-01,2017,3,2
Região Norte,2017/Out,3.0,2017,Out,10,2017-10-01,2017,4,2
Região Nordeste,2017/Out,13.0,2017,Out,10,2017-10-01,2017,4,2
Região Sudeste,2017/Out,27.0,2017,Out,10,2017-10-01,2017,4,2
Região Sul,2017/Out,8.0,2017,Out,10,2017-10-01,2017,4,2
Região Centro-Oeste,2017/Out,3.0,2017,Out,10,2017-10-01,2017,4,2
Região Norte,2017/Nov,4.0,2017,Nov,11,2017-11-01,2017,4,2
Região Nordeste,2017/Nov,7.0,2017,Nov,11,2017-11-01,2017,4,2
Região Sudeste,2017/Nov,26.0,2017,Nov,11,2017-11-01,2017,4,2
Região Sul,2017/Nov,8.0,2017,Nov,11,2017-11-01,2017,4,2
Região Centro-Oeste,2017/Nov,3.0,2017,Nov,11,2017-11-01,2017,4,2
Região Norte,2017/Dez,1.0,2017,Dez,12,2017-12-01,2017,4,2
Região Nordeste,2017/Dez,14.0,2017,Dez,12,2017-12-01,2017,4,2
Região Sudeste,2017/Dez,17.0,2017,Dez,12,2017-12-01,2017,4,2
Região Sul,2017/Dez,13.0,2017,Dez,12,2017-12-01,2017,4,2
Região Centro-Oeste,2017/Dez,4.0,2017,Dez,12,2017-12-01,2017,4,2
Região Norte,2018/Jan,2.0,2018,Jan,1,2018-01-01,2018,1,1
Região Nordeste,2018/Jan,7.0,2018,Jan,1,2018-01-01,2018,1,1
Região Sudeste,2018/Jan,32.0,2018,Jan,1,2018-01-01,2018,1,1
Região Sul,2018/Jan,11.0,2018,Jan,1,2018-01-01,2018,1,1
Região Centro-Oeste,2018/Jan,4.0,2018,Jan,1,2018-01-01,2018,1,1
Região Norte,2018/Fev,3.0,2018,Fev,2,2018-02-01,2018,1,1
Região Nordeste,2018/Fev,8.0,2018,Fev,2,2018-02-01,2018,1,1
Região Sudeste,2018/Fev,18.0,2018,Fev,2,2018-02-01,2018,1,1
Região Sul,2018/Fev,11.0,2018,Fev,2,2018-02-01,2018,1,1
Região Centro-Oeste,2018/Fev,3.0,2018,Fev,2,2018-02-01,2018,1,1
Região Norte,2018/Mar,2.0,2018,Mar,3,2018-03-01,2018,1,1
Região Nordeste,2018/Mar,9.0,2018,Mar,3,2018-03-01,2018,1,1
Região Sudeste,2018/Mar,19.0,2018,Mar,3,2018-03-01,2018,1,1
Região Sul,2018/Mar,9.0,2018,Mar,3,2018-03-01,2018,1,1
Região Centro-Oeste,2018/Mar,2.0,2018,Mar,3,2018-03-01,2018,1,1
Região Norte,2018/Abr,5.0,2018,Abr,4,2018-04-01,2018,2,1
Região Nordeste,2018/Abr,8.0,2018,Abr,4,2018-04-01,2018,2,1
Região Sudeste,2018/Abr,19.0,2018,Abr,4,2018-04-01,2018,2,1
Região Sul,2018/Abr,15.0,2018,Abr,4,2018-04-01,2018,2,1
Região Centro-Oeste,2018/Abr,6.0,2018,Abr,4,2018-04-01,2018,2,1
Região Norte,2018/Mai,3.0,2018,Mai,5,2018-05-01,2018,2,1
Região Nordeste,2018/Mai,15.0,2018,Mai,5,2018-05-01,2018,2,1
Região Sudeste,2018/Mai,18.0,2018,Mai,5,2018-05-01,2018,2,1
Região Sul,2018/Mai,7.0,2018,Mai,5,2018-05-01,2018,2,1
Região Centro-Oeste,2018/Mai,1.0,2018,Mai,5,2018-05-01,2018,2,1
Região Norte,2018/Jun,4.0,2018,Jun,6,2018-06-01,2018,2,1
Região Nordeste,2018/Jun,16.0,2018,Jun,6,2018-06-01,2018,2,1
Região Sudeste,2018/Jun,16.0,2018,Jun,6,2018-06-01,2018,2,1
Região Sul,2018/Jun,10.0,2018,Jun,6,2018-06-01,2018,2,1
Região Centro-Oeste,2018/Jun,4.0,2018,Jun,6,2018-06-01,2018,2,1
Região Norte,2018/Jul,5.0,2018,Jul,7,2018-07-01,2018,3,2
Região Nordeste,2018/Jul,7.0,2018,Jul,7,2018-07-01,2018,3,2
Região Sudeste,2018/Jul,26.0,2018,Jul,7,2018-07-01,2018,3,2
Região Sul,2018/Jul,11.0,2018,Jul,7,2018-07-01,2018,3,2
Região Centro-Oeste,2018/Jul,4.0,2018,Jul,7,2018-07-01,2018,3,2
Região Norte,2018/Ago,3.0,2018,Ago,8,2018-08-01,2018,3,2
Região Nordeste,2018/Ago,12.0,2018,Ago,8,2018-08-01,2018,3,2
Região Sudeste,2018/Ago,25.0,2018,Ago,8,2018-08-01,2018,3,2
Região Sul,2018/Ago,10.0,2018,Ago,8,2018-08-01,2018,3,2
Região Centro-Oeste,2018/Ago,2.0,2018,Ago,8,2018-08-01,2018,3,2
Região Norte,2018/Set,1.0,2018,Set,9,2018-09-01,2018,3,2
Região Nordeste,2018/Set,18.0,2018,Set,9,2018-09-01,2018,3,2
Região Sudeste,2018/Set,30.0,2018,Set,9,2018-09-01,2018,3,2
Região Sul,2018/Set,9.0,2018,Set,9,2018-09-01,2018,3,2
Região Centro-Oeste,2018/Set,,2018,Set,9,2018-09-01,2018,3,2
Região Norte,2018/Out,5.0,2018,Out,10,2018-10-01,2018,4,2
Região Nordeste,2018/Out,9.0,2018,Out,10,2018-10-01,2018,4,2
Região Sudeste,2018/Out,25.0,2018,Out,10,2018-10-01,2018,4,2
Região Sul,2018/Out,13.0,2018,Out,10,2018-10-01,2018,4,2
Região Centro-Oeste,2018/Out,8.0,2018,Out,10,2018-10-01,2018,4,2
Região Norte,2018/Nov,2.0,2018,Nov,11,2018-11-01,2018,4,2
Região Nordeste,2018/Nov,10.0,2018,Nov,11,2018-11-01,2018,4,2
Região Sudeste,2018/Nov,16.0,2018,Nov,11,2018-11-01,2018,4,2
Região Sul,2018/Nov,22.0,2018,Nov,11,2018-11-01,2018,4,2
Região Centro-Oeste,2018/Nov,3.0,2018,Nov,11,2018-11-01,2018,4,2
Região Norte,2018/Dez,2.0,2018,Dez,12,2018-12-01,2018,4,2
Região Nordeste,2018/Dez,7.0,2018,Dez,12,2018-12-01,2018,4,2
Região Sudeste,2018/Dez,25.0,2018,Dez,12,2018-12-01,2018,4,2
Região Sul,2018/Dez,7.0,2018,Dez,12,2018-12-01,2018,4,2
Região Centro-Oeste,2018/Dez,3.0,2018,Dez,12,2018-12-01,2018,4,2
Região Norte,2019/Jan,3.0,2019,Jan,1,2019-01-01,2019,1,1
Região Nordeste,2019/Jan,5.0,2019,Jan,1,2019-01-01,2019,1,1
Região Sudeste,2019/Jan,22.0,2019,Jan,1,2019-01-01,2019,1,1
Região Sul,2019/Jan,15.0,2019,Jan,1,2019-01-01,2019,1,1
Região Centro-Oeste,2019/Jan,5.0,2019,Jan,1,2019-01-01,2019,1,1
Região Norte,2019/Fev,3.0,2019,Fev,2,2019-02-01,2019,1,1
Região Nordeste,2019/Fev,7.0,2019,Fev,2,2019-02-01,2019,1,1
